stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
ENSP00000230354	ENSP00000348168	TBP	GTF2E2	9606	0.997	0	0	0	0.054	0.97	0.9	0.311
ENSP00000230354	ENSP00000348510	TBP	GTF3C1	9606	0.965	0	0	0	0.059	0	0.9	0.66
ENSP00000230354	ENSP00000348706	TBP	HIST1H2BH	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000349430	TBP	HIST1H2BK	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000349508	TBP	CHD4	9606	0.953	0	0	0	0.057	0.264	0.9	0.405
ENSP00000230354	ENSP00000349541	TBP	PTRF	9606	0.903	0	0	0	0	0	0.9	0.074
ENSP00000230354	ENSP00000349955	TBP	RPRD1A	9606	0.905	0	0	0	0.096	0	0.9	0
ENSP00000230354	ENSP00000349960	TBP	ACTB	9606	0.972	0	0	0	0.053	0.164	0.9	0.693
ENSP00000230354	ENSP00000350052	TBP	POTEF	9606	0.767	0	0	0	0.053	0.41	0	0.616
ENSP00000230354	ENSP00000350580	TBP	HIST1H2BB	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000350681	TBP	ELK4	9606	0.816	0	0	0	0.053	0	0.8	0.109
ENSP00000230354	ENSP00000350720	TBP	SMARCA4	9606	0.935	0	0	0	0.072	0.8	0	0.681
ENSP00000230354	ENSP00000350767	TBP	HIST4H4	9606	0.776	0	0	0	0.05	0.054	0	0.771
ENSP00000230354	ENSP00000351552	TBP	GATAD2A	9606	0.9	0	0	0	0.048	0	0.9	0
ENSP00000230354	ENSP00000351575	TBP	BDP1	9606	0.985	0	0	0	0.073	0.292	0.9	0.8
ENSP00000230354	ENSP00000351686	TBP	PRDM10	9606	0.703	0	0	0	0	0.108	0	0.68
ENSP00000230354	ENSP00000352442	TBP	HIST1H2BM	9606	0.932	0	0	0	0.095	0.076	0.9	0.284
ENSP00000230354	ENSP00000353344	TBP	ETS2	9606	0.85	0	0	0	0.053	0	0.8	0.272
ENSP00000230354	ENSP00000354633	TBP	TAF11	9606	0.998	0	0	0	0.056	0.922	0.9	0.796
ENSP00000230354	ENSP00000355051	TBP	TAF13	9606	0.997	0	0	0	0.055	0.923	0.9	0.717
ENSP00000230354	ENSP00000355249	TBP	E2F2	9606	0.92	0	0	0	0.053	0.065	0.9	0.208
ENSP00000230354	ENSP00000355961	TBP	INTS7	9606	0.901	0	0	0	0.059	0	0.9	0
ENSP00000230354	ENSP00000356840	TBP	POU2F1	9606	0.96	0	0	0	0	0.36	0.9	0.434
ENSP00000230354	ENSP00000356999	TBP	USF1	9606	0.706	0	0	0	0	0	0	0.706
ENSP00000230354	ENSP00000357255	TBP	BGLAP	9606	0.915	0	0	0	0	0	0.9	0.186
ENSP00000230354	ENSP00000357644	TBP	GATAD2B	9606	0.9	0	0	0	0.047	0	0.9	0
ENSP00000230354	ENSP00000357711	TBP	S100A7	9606	0.9	0	0	0	0	0	0.9	0.049
ENSP00000230354	ENSP00000357863	TBP	GTF3C6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000230354	ENSP00000358064	TBP	RPRD2	9606	0.902	0	0	0	0.062	0	0.9	0.046
ENSP00000230354	ENSP00000358151	TBP	HIST2H2BE	9606	0.958	0	0	0	0.051	0.071	0.9	0.583
ENSP00000230354	ENSP00000358158	TBP	HIST2H2AA3	9606	0.947	0	0	0	0	0.128	0.9	0.446
ENSP00000230354	ENSP00000358320	TBP	POLR3GL	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000230354	ENSP00000358854	TBP	TAF5	9606	0.999	0	0	0	0.104	0.968	0.9	0.835
ENSP00000230354	ENSP00000358953	TBP	CUEDC2	9606	0.782	0	0	0	0.072	0.774	0	0
ENSP00000230354	ENSP00000359290	TBP	DR1	9606	0.959	0	0	0	0.054	0.857	0	0.724
ENSP00000230354	ENSP00000359368	TBP	RPAP2	9606	0.907	0	0	0	0.048	0	0.9	0.104
ENSP00000230354	ENSP00000359531	TBP	GTF2B	9606	0.999	0	0	0	0.18	0.993	0.9	0.968
ENSP00000230354	ENSP00000360266	TBP	JUN	9606	0.843	0	0	0	0	0.45	0	0.727
ENSP00000230354	ENSP00000360515	TBP	SUPT3H	9606	0.894	0	0	0	0.053	0.604	0	0.741
ENSP00000230354	ENSP00000361180	TBP	GTF3C5	9606	0.96	0	0	0	0.126	0.376	0.9	0.367
ENSP00000230354	ENSP00000361219	TBP	GTF3C4	9606	0.941	0	0	0	0.052	0.359	0.9	0.15
ENSP00000230354	ENSP00000361446	TBP	POLR3A	9606	0.985	0	0	0	0.078	0.603	0.9	0.654
ENSP00000230354	ENSP00000361465	TBP	POLR1C	9606	0.961	0	0	0	0.066	0.512	0.9	0.257
ENSP00000230354	ENSP00000361998	TBP	TAF7L	9606	0.993	0	0	0	0.084	0.73	0.9	0.751
ENSP00000230354	ENSP00000362068	TBP	TAF8	9606	0.993	0	0	0	0.099	0.89	0.9	0.415
ENSP00000230354	ENSP00000362361	TBP	CDK9	9606	0.95	0	0	0	0.064	0	0.9	0.51
ENSP00000230354	ENSP00000362532	TBP	RPRD1B	9606	0.905	0	0	0	0.096	0	0.9	0
ENSP00000230354	ENSP00000362592	TBP	RBBP4	9606	0.92	0	0	0	0.087	0.069	0.9	0.18
ENSP00000230354	ENSP00000362649	TBP	HDAC1	9606	0.973	0.063	0	0	0.056	0.36	0.9	0.597
ENSP00000230354	ENSP00000364289	TBP	NCBP1	9606	0.909	0	0	0	0.063	0.094	0.9	0.063
ENSP00000230354	ENSP00000364310	TBP	H2AFX	9606	0.94	0	0	0	0	0.128	0.9	0.368
ENSP00000230354	ENSP00000364519	TBP	TFDP1	9606	0.918	0	0	0	0.097	0	0.9	0.172
ENSP00000230354	ENSP00000364687	TBP	EHMT2	9606	0.946	0	0	0	0.074	0.17	0.9	0.39
ENSP00000230354	ENSP00000366618	TBP	HIST1H2BL	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000366828	TBP	POLR3F	9606	0.945	0	0	0	0.056	0.325	0.9	0.24
ENSP00000230354	ENSP00000366974	TBP	HIST1H4F	9606	0.776	0	0	0	0.05	0.054	0	0.771
ENSP00000230354	ENSP00000367029	TBP	POLR1E	9606	0.912	0	0	0	0	0	0.9	0.156
ENSP00000230354	ENSP00000367034	TBP	HIST1H4C	9606	0.776	0	0	0	0.05	0.054	0	0.771
ENSP00000230354	ENSP00000367207	TBP	MYC	9606	0.849	0	0	0	0	0.36	0	0.773
ENSP00000230354	ENSP00000367406	TBP	TAF2	9606	0.999	0	0	0	0.057	0.992	0.9	0.837
ENSP00000230354	ENSP00000367802	TBP	TAF1C	9606	0.99	0	0	0	0.049	0.779	0.9	0.597
ENSP00000230354	ENSP00000368438	TBP	PCNA	9606	0.88	0	0	0	0.074	0.796	0	0.416
ENSP00000230354	ENSP00000369424	TBP	RBBP7	9606	0.923	0	0	0	0.087	0.069	0.9	0.201
ENSP00000230354	ENSP00000369695	TBP	MLLT3	9606	0.711	0	0	0	0.042	0.603	0	0.301
ENSP00000230354	ENSP00000369716	TBP	CHD3	9606	0.948	0	0	0	0.057	0.264	0.9	0.351
ENSP00000230354	ENSP00000370200	TBP	SNAPC3	9606	0.961	0	0	0	0.066	0	0.9	0.621
ENSP00000230354	ENSP00000370532	TBP	GTF3A	9606	0.951	0	0	0	0.052	0.108	0.9	0.492
ENSP00000230354	ENSP00000370968	TBP	MYBBP1A	9606	0.9	0	0	0	0.049	0	0.9	0
ENSP00000230354	ENSP00000373730	TBP	H2AFJ	9606	0.93	0	0	0	0	0.128	0.9	0.265
ENSP00000230354	ENSP00000374529	TBP	CCNK	9606	0.914	0	0	0	0.096	0	0.9	0.132
ENSP00000230354	ENSP00000375736	TBP	HIST3H2BB	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000375809	TBP	ERCC2	9606	0.993	0	0	0	0.056	0.899	0.9	0.395
ENSP00000230354	ENSP00000376436	TBP	ETS1	9606	0.91	0	0	0	0.053	0.326	0.8	0.381
ENSP00000230354	ENSP00000377969	TBP	GTF2F1	9606	0.996	0	0	0	0.073	0.858	0.9	0.773
ENSP00000230354	ENSP00000378702	TBP	BRD2	9606	0.706	0	0	0	0.106	0.602	0	0.239
ENSP00000230354	ENSP00000378736	TBP	CRCP	9606	0.904	0	0	0	0.049	0	0.9	0.081
ENSP00000230354	ENSP00000379372	TBP	GTF2A2	9606	0.999	0	0	0	0.086	0.982	0.9	0.883
ENSP00000230354	ENSP00000379847	TBP	ZNF143	9606	0.924	0	0	0	0	0.108	0.9	0.218
ENSP00000230354	ENSP00000380177	TBP	HIST1H2BN	9606	0.928	0	0	0	0.051	0.071	0.9	0.284
ENSP00000230354	ENSP00000380414	TBP	DEK	9606	0.904	0	0	0	0	0	0.9	0.087
ENSP00000230354	ENSP00000381064	TBP	INTS10	9606	0.903	0	0	0	0.072	0	0.9	0
ENSP00000230354	ENSP00000382058	TBP	POLR3G	9606	0.907	0	0	0	0	0	0.9	0.117
ENSP00000230354	ENSP00000384273	TBP	RELA	9606	0.735	0	0	0	0	0.36	0	0.603
ENSP00000230354	ENSP00000384597	TBP	GTF2A1L	9606	0.775	0	0	0	0	0.368	0.54	0.288
ENSP00000230354	ENSP00000385045	TBP	MTA3	9606	0.9	0	0	0	0.043	0	0.9	0
ENSP00000230354	ENSP00000385479	TBP	HIST2H3A	9606	0.939	0	0	0	0.054	0.061	0.9	0.398
ENSP00000230354	ENSP00000385722	TBP	INTS1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000230354	ENSP00000386165	TBP	CEBPD	9606	0.912	0	0	0	0	0	0.9	0.157
ENSP00000230354	ENSP00000386488	TBP	ZC3H8	9606	0.905	0	0	0	0.089	0	0.9	0.047
ENSP00000230354	ENSP00000387641	TBP	CAND2	9606	0.742	0	0	0	0.054	0.403	0	0.58
ENSP00000230354	ENSP00000387699	TBP	CREB1	9606	0.78	0	0	0	0	0	0	0.78
ENSP00000230354	ENSP00000396620	TBP	NFYC	9606	0.745	0	0	0	0.052	0.344	0	0.622
ENSP00000230354	ENSP00000399982	TBP	TAF6	9606	0.999	0	0	0	0.098	0.966	0.9	0.806
ENSP00000230354	ENSP00000403683	TBP	NABP1	9606	0.901	0	0	0	0.054	0	0.9	0
ENSP00000230354	ENSP00000403852	TBP	POLR2F	9606	0.995	0	0	0	0.055	0.9	0.9	0.541
ENSP00000230354	ENSP00000406293	TBP	TCEA3	9606	0.834	0	0	0	0.054	0.527	0	0.658
ENSP00000230354	ENSP00000413493	TBP	CPSF3L	9606	0.902	0	0	0	0.062	0	0.9	0
ENSP00000230354	ENSP00000414237	TBP	INTS2	9606	0.901	0	0	0	0.053	0	0.9	0
ENSP00000230354	ENSP00000415032	TBP	GTF2H5	9606	0.99	0	0	0	0.054	0.874	0.9	0.277
ENSP00000230354	ENSP00000418379	TBP	TAF1L	9606	0.999	0	0	0	0.115	0.967	0.9	0.704
ENSP00000230354	ENSP00000428426	TBP	TCEA1	9606	0.867	0	0	0	0.054	0.683	0	0.592
ENSP00000230354	ENSP00000429065	TBP	INTS9	9606	0.902	0	0	0	0.066	0	0.9	0
ENSP00000230354	ENSP00000430338	TBP	INTS8	9606	0.902	0	0	0	0.067	0	0.9	0
ENSP00000230354	ENSP00000430432	TBP	HDAC2	9606	0.957	0.063	0	0	0.056	0	0.9	0.573
ENSP00000230354	ENSP00000431603	TBP	POU2F2	9606	0.947	0	0	0	0	0.36	0.9	0.246
ENSP00000230354	ENSP00000434466	TBP	INTS4	9606	0.902	0	0	0	0.066	0	0.9	0
ENSP00000230354	ENSP00000445162	TBP	GTF2H3	9606	0.992	0	0	0	0.061	0.899	0.9	0.294
ENSP00000230354	ENSP00000448323	TBP	BRF1	9606	0.998	0	0	0	0.125	0.919	0.9	0.803
ENSP00000230354	ENSP00000452454	TBP	GTF2A1	9606	0.998	0	0	0	0.119	0.954	0.9	0.759
ENSP00000258080	ENSP00000227758	HTRA2	BIRC2	9606	0.937	0	0	0	0	0.505	0.8	0.417
ENSP00000258080	ENSP00000247668	HTRA2	TRAF2	9606	0.821	0	0	0	0	0.628	0.54	0
ENSP00000258080	ENSP00000263464	HTRA2	BIRC3	9606	0.921	0	0	0	0	0.505	0.8	0.272
ENSP00000258080	ENSP00000283632	HTRA2	RMND5A	9606	0.707	0	0	0	0	0.707	0	0
ENSP00000258080	ENSP00000301633	HTRA2	BIRC5	9606	0.873	0	0	0	0	0.17	0.8	0.298
ENSP00000258080	ENSP00000325421	HTRA2	PARL	9606	0.764	0	0	0	0.045	0	0	0.763
